N1	N2	N3	R	W	anotacion
6.247143334920243e-05	0.008708713859813439	0.004614458164386026	0.00012081497237270338	99.98649354157007	0
0.002412602089664161	0.009644672323182724	0.0020201804865192063	0.00016634223683367153	99.9857562028638	0
0.007561257120643976	0.008987001214381736	0.0009244833979399847	0.00028558826268906053	99.98224167000436	0
0.005670318714671947	0.005664824581558042	0.0023546853684528013	0.00031773693298374896	99.98599243440233	0
0.008757368944430575	0.006325631197429905	0.0011421809220113425	0.00025989366943378746	99.98351492526669	0
0.01910740350076672	0.016413749600113638	0.0007288640915839155	0.0009177643697459827	99.9628322184378	0
0.016332422687909035	0.027717577198282446	0.002126958704053738	0.0010868669544568518	99.9527361744553	0
0.019960071734158716	0.009085933627661621	0.0018277470338077654	0.0007183797199922157	99.96840786788437	0
0.017563780458855274	0.005201852485180123	0.0010864437399207864	0.0006032821546467904	99.97554464116139	0
0.23031740310096738	0.036717247672077354	0.0007219260383875873	0.0033487511943863114	99.72889467199418	0
0.016003398151696862	0.005767960957084706	0.0005033565790192574	0.0006868169722938368	99.9770384673399	0
0.01761833485623483	0.004923429254357086	0.00044732520855650496	0.0005393651530996396	99.97647154552776	0
0.033303833916003896	0.009117862951739057	0.0005825372654748718	0.0005780414801230534	99.95641772438665	0
0.03975631741532932	0.016937286216952663	0.0005442630378130175	0.0011480625014840898	99.94161407082842	0
0.008322126767425424	0.006285612586508429	0.0003356176614600095	0.0002614310112125991	99.98479521197339	0
0.45996717394748177	0.10959912374389581	0.002303104488053832	0.006376570761514792	99.42175402705907	0
0.05316233965961752	0.047472368046237626	0.0005670042070499348	0.002017130322533804	99.89678115776456	0
0.11450784302201392	0.030574771240212305	0.0003088544137308131	0.0037207924384379614	99.8508877388856	0
0.5634017482174047	0.10860595310185744	0.000514782782597863	0.007748192105187925	99.31972932379296	0
0.13010727882485118	0.05715173880394098	0.0008825602063269582	0.0011727613155985619	99.81068566084929	0
0.3883783828892794	0.038046454020180656	0.0003790681596891228	0.001978539241613092	99.57121755568924	0
0.2355486833461775	0.11644742458829477	0.002263371080849158	0.006875927914204563	99.63886459307048	0
0.14171141227958806	0.0702907096408398	0.001916572547294018	0.001601057318905716	99.78448024821337	0
2.690598882501761	0.1268742766077253	0.0014817637238124066	0.006839666753634261	97.17420541041307	0
0.3225554138646626	0.07261583761248645	0.0013569092767118712	0.0019658124743748024	99.60150602677177	0
