N1	N2	N3	R	W	anotacion
0.017515472626261852	0.00848745879479586	0.0006772032810079372	0.0007258285687511381	99.97259403672918	0
0.03522875316964418	0.01875566581183522	0.002446307602272392	0.0005309965963049622	99.94303827681995	0
0.020892178540197134	0.009716690106117422	0.0032283747756435576	0.0004340103664595676	99.96572874621158	0
0.0970537460553216	0.01508366009924705	0.002749742867679853	0.00022346095692988888	99.88488939002083	0
0.16456786650847005	0.039546163936652064	0.008690708981649725	0.0012106118656157595	99.7859846487076	0
0.2430576564163259	0.035644738156910175	0.021151213065057378	0.0002532795032681202	99.69989311285843	0
0.5575472409853758	0.2631974998181948	0.006744307130920095	0.005432649254869381	99.16707830281064	0
0.004121521399392407	0.0031187281201387985	0.00023725617593176813	0.00010832942465681304	99.99241416487989	0
0.024952851103198326	0.01720959965393002	0.001562865981233968	0.0018428622741458278	99.9544318209875	0
0.00965927179635038	0.009020827910833883	0.0005559300392497755	0.001477713454451171	99.97928625679913	0
0.026128160062794965	0.007850938368834172	0.00014420657112073368	0.001035064588212222	99.96484163040904	0
0.15879878253982593	0.015361965521365524	0.0002413063414546445	0.0025530087325265614	99.82304493686482	0
0.053032476134990555	0.011850419600866385	7.063044359641074e-05	0.0010009316785111514	99.93404554214204	0
0.23181926137302616	0.020131718206625984	0.00019336121639608255	0.0013720913660720234	99.7464835678379	0
0.07389306149238221	0.009142638790324375	7.657358853872454e-05	0.0009243994102304986	99.91596332671853	0
0.0689722625040649	0.010376100226393707	8.38395321984882e-05	0.00034860357030303116	99.92021919416703	0
0.02380374038057228	0.023851027833060038	0.0024886426907749543	0.001066257773262318	99.94879033132233	0
0.09006222545322119	0.010801758060790726	9.982664437364227e-05	0.0008247926475737741	99.89821139719403	0
0.1218071410488261	0.009471529148788741	0.0001246017421120648	0.0007150666673411728	99.86788166139293	0
3.5520373205729006	0.010521265434103082	0.00013440317849494672	0.0010298820005324527	96.43627712881397	0
11.909874147454943	0.013495874763095562	0.00017541284819863666	0.0023055236064922443	88.07414904132727	0
0.27418289167961124	0.03310736980581971	0.00024408382597092604	0.001626810928863153	99.69083884375974	0
10.952256960238946	0.021735866977768192	0.000290624339020139	0.0007974251669429263	89.02491912327731	0
0.19038976895618545	0.020040403702066327	0.00013811367279870803	0.0004098336655482925	99.7890218800034	0
0.21962937995023635	0.020642533452692895	0.00042768061875585954	0.0007075761574401358	99.75859282982087	0
0.0664511682608267	0.022067595088716783	0.0003683683039538276	0.0012430957674071782	99.9098697725791	0
0.3467787754506167	0.022118628680776603	0.00034545474053955793	0.00196738967772557	99.62878975145034	0
0.16256746762869234	0.033081625024304846	0.0004341169103038986	0.0008588363255077105	99.8030579541112	0
0.2297239072974595	0.030872878505374193	0.011252198519384644	0.0013610455433744255	99.7267899701344	0
0.01658881993751963	0.01247588040044797	0.001889906218944871	0.00035143454207282215	99.968693958901	0
0.16758310361091258	0.09986213461951177	0.014144289453288628	0.001049473066393226	99.71736099924989	0
0.09036812748796011	0.0722478409826847	0.017048118137601983	0.0010307966260159262	99.81930511676575	0
0.016109613106637242	0.009029551344741451	0.0084764388098252	0.00015595326201599168	99.9662284434768	0
0.039285646277125184	0.01892831183214337	0.026471278692515185	0.00038837317311035257	99.91492639002512	0
0.00731982664000547	0.008326518657725499	0.00153525155347911	6.906324238368836e-05	99.9827493399064	0
0.012996412102312714	0.017634697182754348	0.0034654142981495537	0.0005233147769545659	99.96538016163981	0
0.00535498718918463	0.004980730608080888	0.0009097291885550446	7.850055138994081e-05	99.9886760524628	0
0.02304628092722021	0.004693902238164331	0.00010031392977277727	0.0001313647350966413	99.97202813816975	0
0.17961930813749308	0.03208751982796324	0.0004223334574933201	0.0013734217956308432	99.78649741678142	0
0.022806060126726275	0.007865346096921652	0.0007152592925489303	0.0002808030516173889	99.9683325314322	0
0.0376763597661612	0.020383800024399833	0.0003917011930264449	0.0014810811360264854	99.94006705788038	0
0.02222709495332087	0.03475695009720663	0.0010657922775790503	0.0018247866483470355	99.94012537602356	0
0.062209535780841846	0.029075330896226468	0.00037864944250390125	0.002052085400800705	99.90628439847961	0
0.035067067080778	0.015520678553851934	0.00013775815093902439	0.0008775226173202627	99.94839697359711	0
0.0804904908558949	0.01594355012987059	8.301072449837787e-05	0.0014576587231592908	99.90202528956658	0
0.23072238791920374	0.022756499869380557	0.0001749094105710842	0.0015760980000518183	99.74477010480079	0
0.05534012528015284	0.028666572554954955	0.0002017331720058183	0.0005961191382577506	99.91519544985464	0
0.15412317791736752	0.04215704121035442	0.00019570353472187185	0.0008486546483855267	99.80267542268916	0
0.04164960052637924	0.03363222564281586	0.00030371579163551086	0.0005798105904734347	99.9238346474487	0
0.12221256253671194	0.040163125559066634	0.0003604899571198362	0.004311303358558407	99.83295251858854	0
0.04873202928293501	0.027253801210839135	0.00026086216727931735	0.0013274337183685697	99.92242587362057	0
9.492188408955018	0.014827241107599325	0.00012316409095746307	0.0006453010019348342	90.49221588484448	0
11.076788989145312	0.05398825588978331	0.0002825544439495045	0.000669148515357492	88.86827105200561	0
0.09332931415332076	0.018817393826116482	0.00014360949684000677	0.0006587572776515095	99.88705092524607	0
0.0293685363461758	0.016096292582855314	0.00040539555578490396	0.000645120627689608	99.95348465488749	0
0.016986833513044756	0.0123081129283205	0.0001826549303224643	0.0005240191220250945	99.9699983795063	0
5.105715208812772	0.019853308426843918	0.00021165750618335646	0.0008672266797627977	94.87335259857443	0
11.920276980871327	0.057388416217350684	0.0002980751963234149	0.0011685015378340427	88.02086802617715	0
0.16513041245660076	0.020622248686416097	0.0002752625797818883	0.0006753146472119788	99.81329676162999	0
4.331171731550313	0.015448240232371967	0.00039484463557277935	0.0009228972665443362	95.6520622863152	0
3.5216217084633477	0.011081157480042762	0.0001877868655810278	0.00041370575022893594	96.46669564144081	0
2.21910418866984	0.011020675635492878	0.0001707432050405087	0.0005043291745231725	97.7692000633151	0
0.0718279941034661	0.010503592630632871	0.00017305271361145442	0.0007684392885265399	99.91672692126376	0
0.11750101001297161	0.01900355349928533	0.0002134932037173127	0.00161261452024722	99.86166932876377	0
0.10328596775939268	0.024036030437267	0.00031645358704065547	0.0018334050101626888	99.87052814320614	0
0.02387566180407254	0.019516474970565648	0.0012335223286503623	0.0007059851696699386	99.95466835572705	0
0.026108847105253703	0.018786150370355408	0.00028405469605391617	0.0009244108131160616	99.95389653701523	0
0.018743597403932093	0.015014672238577097	0.0005392211825861544	0.0007494100711587352	99.96495309910374	0
0.03819521726775619	0.022281506612110293	0.0006178168385398987	0.0014321514195124018	99.93747330786209	0
0.03605127251122138	0.057550463382928116	0.000570100710929491	0.0014728767425583628	99.90435528665236	0
0.029351904583859997	0.019558329424608632	0.00018466580070417905	0.0005574885909300147	99.95034761159991	0
0.08592460378514896	0.06823416187490881	0.00027141416931190416	0.0010851277230706049	99.84448469244757	0
0.067708596780783	0.023646689514589	0.00029075330223519486	0.0007394686110039935	99.90761449179139	0
0.044828972436363294	0.019767968911948274	0.00010238195458490141	0.00045914375986115817	99.93484153293726	0
