N1	N2	N3	R	W	anotaciones
1.759326642971551e-05	0.0024654965893163186	0.0005266866438096284	5.072184576929953e-05	99.99693950165468	0
0.002627955764569671	0.0025748656158919407	0.000929418781437777	3.622778104526266e-05	99.99383153205706	0
0.0014271039590351114	0.0025271431907729746	0.0004402899594727779	2.706149546068136e-05	99.99557840139526	0
0.000769361836231479	0.0007629094916491976	0.0003549911445542601	1.3625304702872694e-05	99.99809911222286	0
0.004566168004544456	0.0029481261807882183	0.0012378310976644503	4.177529370393025e-05	99.9912060994233	0
0.002415408815903063	0.0038128688256154853	0.0008090747756807435	2.9481640599064498e-05	99.99293316594219	0
0.015516460632876644	0.009641977977316751	0.0019211568895160828	0.0001256924244710792	99.97279471207582	0
0.0024869648640493134	0.0019919145014788272	0.0005925083940867325	2.878847705992285e-05	99.99489982376332	0
0.015290624929887805	0.008807103284777426	0.005603453583733203	3.186397765886336e-05	99.97026695422394	0
0.037961620886914536	0.03622665078763258	0.00893162524682506	0.0001142131436375463	99.916765889935	0
0.2029769191916274	0.0453801296013846	0.003450967737977381	0.0001757774689455258	99.74801620600006	0
0.7441815873484763	0.11971797642912033	0.005434261987281277	0.0004366751549759768	99.13022949908016	0
0.3491950231436876	0.1616313014382837	0.003820231614108365	0.0004860928701539711	99.48486735093377	0
0.7591097724354453	0.36882431848461505	0.008387162644930805	0.0009628274664017703	98.86271591896862	0
0.37572740184258924	0.09504664248394658	0.002608769623780895	0.001500649180460785	99.52511653686922	0
0.8059466775230154	0.29382792583898454	0.004928124127870695	0.002244699271064036	98.89305257323906	0
0.32078995431863183	0.20223875817191594	0.007476209744297307	0.001082926573741695	99.46841215119142	0
0.37628148924731836	0.12121293015465533	0.002693155798260794	0.0009584302244439486	99.49885399457533	0
0.009320739970907047	0.017950991335300485	0.0041281254735429105	0.0001325243257202197	99.96846761889454	0
0.6449720335099494	0.1516152067608368	0.004465328487504067	0.000878708440188638	99.19806872280152	0
0.8152586737573141	0.2533724910917123	0.007456191567202055	0.0018020115259833685	98.92211063205778	0
0.6563659010356947	0.1746885917987905	0.010785137026675298	0.0012176850723542524	99.15694268506647	0
0.6016526409150433	0.2248095496559347	0.005753925079649543	0.0015541568672393462	99.16622972748213	0
0.7938440699494613	0.7896939660024477	0.01010695284526151	0.0053183311621935025	98.40103668004063	0
0.3651149278811143	0.13857320662748152	0.0034772390340198217	0.0012732127761529704	99.49156141368124	0
0.33994564350909673	0.1989476019929035	0.01126619582423661	0.0018121135996873544	99.44802844507407	0
0.3045829035641844	0.1966967292590993	0.0028901041961978697	0.002593739079049567	99.49323652390147	0
0.5444619656657694	0.23475354425643602	0.0034941654448140255	0.00298872939172941	99.21430159524125	0
0.23111491346694954	0.21482340353888496	0.002559956042627475	0.0018210500211667659	99.54968067693036	0
0.6019916895264747	0.5261302741347661	0.004746788515308264	0.004946354870217697	98.86218489295322	0
0.23941211893205053	0.19845946224978267	0.0037053919982510844	0.0020843815114656556	99.55633864530846	0
0.4112763466274756	0.21906358493944209	0.004188861742580927	0.0022935545791152897	99.36317765211137	0
0.21181868943317755	0.08947997158423347	0.0038804491698826707	0.0019817401352950244	99.6928391496774	0
0.14283859005290242	0.07768501457539863	0.0017560472970176168	0.002784097678718333	99.77493625039597	0
0.06306078653393114	0.05622149391341446	0.00283425493532287	0.0003929258514872318	99.87749053876584	0
0.1113659718585695	0.03599433151846	0.0018141357675100303	0.00023837521346449983	99.850587185642	0
0.5218210912438425	0.0949108071248659	0.002185324359829	0.0007708129190507865	99.3803119643524	0
0.3257247765740917	0.06749121583557859	0.0014310508781824967	0.0003626148672203443	99.60499034184492	0
0.13099429115188227	0.06921509962652764	0.0016306534071350806	0.0006107016478698195	99.7975492541666	0
0.16883695524548553	0.058989409491816774	0.0010025775910298346	0.0006937298600030265	99.77047732781166	0
0.09925188987148785	0.03836700351525785	0.0010465397606322726	0.0002912482740388861	99.8610433185786	0
0.05036236248347901	0.02876446468157676	0.0009735514414926916	0.0002290684828596264	99.91967055291059	0
0.05983184525836541	0.07750687135863878	0.002196099145353286	0.0007156529161981475	99.85974953132146	0
0.043234649930972605	0.05434542716384096	0.0009760340416631772	0.0003079267580967195	99.90113596210543	0
0.1623538333494826	0.09622198615038924	0.001959261356626605	0.000491476985504594	99.73897344215801	0
0.2753683638205717	0.15319917783407777	0.0013143299259602036	0.0004507016328654476	99.56966742678651	0
0.14402147066473622	0.08391056717868324	0.0019860098999622882	0.00027268160148268114	99.76980927065514	0
0.15146614754276852	0.1477639991840946	0.0022797608061580817	0.0006299346251975739	99.69786015784177	0
0.45301226006781425	0.12730253973173464	0.0016542390404409926	0.0007216111764208268	99.41730934998358	0
0.21759634241495812	0.11661436634773667	0.002137340645730918	0.0015333343051499027	99.66211861628643	0
0.5685266710487262	0.16825196339144496	0.001939741962034757	0.001376251438925947	99.25990537215887	0
3.008047317648509	0.4402319750953724	0.004399341012584589	0.008563916979462717	96.53875744926407	0
0.051822384781936286	0.07203202196069781	0.002166842758396626	0.0008925119480541868	99.87308623855091	0
0.06874813407999926	0.0571132432738245	0.0012781908068956879	0.0010171123117630066	99.87184331952751	0
0.36681172848010124	0.06367077202500751	0.0008113118541936742	0.003941454962573143	99.56476473267813	0
0.4806764255414665	0.08717098293154842	0.0007261811873645321	0.0021518230108793814	99.42927458732875	0
0.6163146280758566	0.05605417806771655	0.0008612272638764694	0.002346539592719087	99.32442342699981	0
0.24642171341222088	0.05113011770245273	0.001023541071763654	0.002855394638700997	99.69856923317487	0
0.5978113921332646	0.14938949974933277	0.004414326790926806	0.005986154639837057	99.24239862668664	0
0.46085146887628897	0.07674653682902385	0.0008913019037083592	0.0020551515161869407	99.45945554087479	0
0.47431498480539036	0.0894453683148719	0.0007338457983095764	0.001979047593373029	99.43352675348804	0
0.4812185467429178	0.31676658107697664	0.003950713712451408	0.008136832943040693	99.18992732552462	0
0.48426212203511765	0.14801696587628682	0.0010120459922556909	0.002918643927921765	99.36379022216842	0
0.27540763343746777	0.10827663580369146	0.0008499522164460557	0.0022950810029915398	99.6131706975394	0
0.48589808270359336	0.14303554626240167	0.0011128920607557087	0.0026062968651402265	99.3673471821081	0
0.6548555660348587	0.18339582740391297	0.0009251368253898476	0.0022131778923670594	99.15861029184347	0
0.47113489801547714	0.08290146819449166	0.0006542797016608661	0.0014278593730393367	99.44388149471534	0
0.6305939492999042	0.10208196308149667	0.0025567527806564204	0.003041649076655494	99.26172568576128	0
0.9586336680176067	0.06997074393461598	0.0033450932113736997	0.001812611064089617	98.96623788377232	0
0.9413602121867123	0.10641790556811001	0.0017546639491212192	0.002312503002244883	98.94815471529381	0
0.3489399466027338	0.059781404582891315	0.0006540079215999422	0.0011814834521213773	99.58944315744066	0
0.9773350358532983	0.08100490716953693	0.001174012124383453	0.002264178579983402	98.93822186627278	0
1.1048426900896335	0.1183088752793342	0.003015111847893412	0.005538093257245971	98.76829522952589	0
0.9373784318729703	0.15885514852029345	0.003910820243585951	0.008052667238318507	98.89180293212483	0
