N1	N2	N3	R	W	anotaciones
0.06166670694069192	0.9162719197872116	0.4645304744265752	0.020700945217722217	98.5368299536278	0.0
0.021108948229452057	0.18965246623869322	0.2031124751600534	0.0040366858388189535	99.58208942453298	0.0
0.09944069013560401	1.742452186542561	0.8214843036001223	0.01410689032605302	97.32251592939566	0.0
0.16350416848693644	1.3520539231293018	0.3475990798690262	0.016836945121397214	98.12000588339333	0.0
0.07510035595667294	0.3402816678034446	0.23106909042394091	0.011265815722374867	99.34228307009357	0.0
0.0811254527476368	0.6483179970782422	1.330079378187407	0.02689012971626141	97.91358704227046	0.0
0.41626017259326265	1.941481945718514	0.22515738629329957	0.00479882029817995	97.41230167509674	0.0
0.0452554992564077	0.40145466007574687	0.05949437227808404	0.001193595549042472	99.49260187284072	0.0
0.05158349219216875	0.22141726097609835	0.05930348737138042	0.0009219064817581145	99.66677385297858	0.0
0.042121918584382405	0.2506288851232687	0.16345764854914416	0.0031264203588160324	99.5406651273844	0.0
0.05419866055307505	0.38379271100637324	0.3817058851225585	0.00924111356717506	99.17106162975081	0.0
0.08523641862675142	0.5448306837873232	0.18388524952234142	0.004555398100205244	99.18149224996338	0.0
0.0786958647755719	0.5635090321708041	0.4438182099049632	0.00342517331606671	98.91055171983258	0.0
0.6195033259440358	2.0560020909933363	0.6044767353698721	0.006030582712924853	96.71398726497983	0.0
0.3683073231829853	0.9482091446769808	1.0514385142015514	0.01855820336498533	97.6134868145735	0.0
0.4702146270597516	1.030600837127343	0.4151805077413225	0.011998915624103107	98.07200511244748	0.0
0.24607988160883434	0.4031964737656638	0.41477634899940313	0.005054741348434359	98.93089255427768	0.0
0.15937933121938558	0.737636921035061	1.8814747474859936	0.07581884197386103	97.1456901582857	0.0
0.4325039139774961	0.43634162805305493	0.5560262851685907	0.01849146567984335	98.55663670712102	0.0
0.6296535418148318	1.1979749098946364	0.22042412562271346	0.008430567627018978	97.9435168550408	0.0
1.7661281948903447	1.239598289501552	0.1992321115586735	0.01089952683947917	96.78414187720996	0.0
1.2969540059082119	0.6647527270220387	0.2165777853117107	0.00885857786596617	97.81285690389208	0.0
0.524410167244132	0.4479511022449808	0.07027372665882854	0.009827151619894699	98.94753785223216	0.0
0.717570233343611	0.9515109331540592	0.08621426020202115	0.004642745969427866	98.24006182733088	0.0
0.6903496506317343	0.9990058343655874	0.12709266975601186	0.007974517473045938	98.17557732777364	0.0
1.2711946392474678	1.3913607702933775	0.14597098119094176	0.025569432946393945	97.16590417632182	0.0
0.6439538363346352	0.7251134574130266	0.1527573663964401	0.013794819232870419	98.46438052062302	0.0
0.9515202677807598	1.257954354169664	0.07651498618310429	0.06849194092924638	97.64551845093723	0.0
0.4143160846186597	0.6002001917947544	0.02699355593537062	0.0620855063846001	98.89640466126662	0.0
0.6747488370599277	1.2366972327699286	0.15582064304660417	0.05795798345673042	97.87477530366681	0.0
0.5377740413534238	0.3898698082460037	0.04108594826615988	0.01584829464708915	99.01542190748732	0.0
